VGG_16 cifar10
Title     Org_acc     Org_gen_acc     FGSM_acc     FGSM_gen_acc     PGD_acc     PGD_gen_acc     Time
Full      93.130000     99.031250     53.170000     51.195312     18.780000     25.054688     28.36s
INT_2     10.000000     10.070312     10.000000     10.070312     10.000000     10.070312     70.63s
INT_3     10.020000     9.812500     10.000000     10.070312     10.000000     10.070312     55.48s
INT_4     29.300000     10.828125     11.970000     11.328125     10.190000     10.593750     63.97s
INT_5     88.810000     92.210938     39.680000     52.656250     20.310000     38.015625     72.48s
INT_6     92.500000     98.500000     50.700000     54.453125     21.590000     33.304688     74.44s
INT_7     92.980000     98.812500     52.910000     52.335938     20.730000     29.117188     72.67s
INT_8     93.020000     98.992188     53.240000     51.328125     19.540000     26.250000     62.34s
INT_9     93.050000     99.070312     53.120000     51.601562     19.020000     25.835938     72.20s
INT_10     93.150000     99.000000     53.180000     51.078125     18.930000     25.390625     73.33s
INT_11     93.110000     99.023438     53.070000     51.085938     18.730000     25.179688     68.53s
INT_12     93.140000     99.031250     53.200000     51.062500     18.720000     25.125000     68.94s
INT_13     93.160000     99.023438     53.210000     51.210938     18.730000     25.125000     71.74s
INT_14     93.160000     99.031250     53.190000     51.265625     18.780000     25.101562     72.25s
INT_15     93.130000     99.031250     53.290000     51.148438     18.820000     25.101562     71.79s
INT_16     93.140000     99.031250     53.160000     51.187500     18.700000     25.132812     61.27s
POT_2     10.000000     10.070312     10.000000     10.070312     10.000000     10.070312     89.14s
POT_3     10.450000     13.343750     10.010000     10.148438     10.010000     10.046875     87.41s
POT_4     79.980000     64.750000     43.280000     32.359375     20.620000     22.156250     105.94s
POT_5     79.820000     64.664062     43.910000     31.320312     20.470000     21.453125     143.33s
POT_6     79.670000     65.164062     42.980000     31.812500     20.350000     22.554688     217.25s
POT_7     79.850000     64.421875     43.180000     31.375000     20.320000     21.734375     367.59s
POT_8     79.790000     64.773438     43.390000     31.101562     20.480000     21.281250     665.74s
FLOAT_3_E1     10.130000     10.070312     10.030000     10.085938     10.010000     10.062500     90.55s
FLOAT_4_E1     80.090000     53.960938     35.250000     32.960938     19.880000     24.148438     106.88s
FLOAT_4_E2     72.050000     83.281250     37.510000     34.007812     21.830000     25.718750     107.78s
FLOAT_5_E1     87.670000     76.468750     45.970000     35.593750     20.450000     23.593750     143.18s
FLOAT_5_E2     90.380000     97.765625     49.290000     43.804688     21.410000     28.507812     143.05s
FLOAT_5_E3     89.850000     95.109375     51.530000     42.296875     21.690000     24.343750     143.16s
FLOAT_6_E1     90.200000     85.960938     48.690000     40.906250     20.800000     25.617188     215.65s
FLOAT_6_E2     91.860000     98.812500     50.450000     45.195312     19.170000     26.992188     215.42s
FLOAT_6_E3     92.750000     98.593750     53.610000     50.125000     20.300000     26.750000     215.43s
FLOAT_6_E4     89.750000     95.078125     51.470000     42.039062     21.660000     24.109375     215.40s
FLOAT_7_E1     90.810000     90.343750     49.430000     41.398438     19.780000     25.335938     365.55s
FLOAT_7_E2     91.920000     98.968750     51.530000     45.648438     18.970000     26.421875     366.54s
FLOAT_7_E3     92.890000     99.023438     52.850000     51.203125     19.150000     25.984375     366.76s
FLOAT_7_E4     92.710000     98.578125     53.240000     50.257812     20.240000     27.101562     367.26s
FLOAT_7_E5     89.770000     95.179688     51.810000     42.375000     21.750000     24.351562     366.76s
FLOAT_8_E1     91.190000     91.710938     49.480000     42.101562     19.400000     25.476562     661.73s
FLOAT_8_E2     92.220000     99.132812     52.180000     47.023438     19.320000     26.281250     663.08s
FLOAT_8_E3     93.150000     99.023438     53.110000     50.234375     19.090000     25.382812     662.49s
FLOAT_8_E4     93.000000     99.007812     53.010000     51.062500     19.200000     25.875000     664.14s
FLOAT_8_E5     92.790000     98.632812     53.290000     49.976562     20.310000     26.875000     664.98s
FLOAT_8_E6     89.750000     95.062500     51.650000     42.023438     21.710000     24.554688     665.24s
