ResNet_18 cifar10
Title     Org_acc     Org_gen_acc     FGSM_acc     FGSM_gen_acc     PGD_acc     PGD_gen_acc     Time
Full      94.300000     99.984375     47.320000     82.757812     11.300000     60.851562     61.58s
INT_2     10.000000     9.882812     10.000000     9.882812     10.000000     9.882812     113.99s
INT_3     10.000000     9.625000     10.000000     9.625000     10.000000     9.625000     110.67s
INT_4     49.440000     55.828125     21.800000     34.109375     14.300000     27.742188     115.23s
INT_5     87.620000     98.531250     34.660000     52.773438     20.740000     42.156250     117.49s
INT_6     93.250000     99.945312     47.120000     82.835938     16.640000     66.960938     111.18s
INT_7     94.070000     99.953125     46.560000     81.468750     13.600000     62.968750     110.95s
INT_8     94.260000     99.976562     48.200000     83.757812     12.300000     62.914062     112.09s
INT_9     94.350000     99.976562     47.650000     83.375000     11.700000     62.328125     110.99s
INT_10     94.340000     99.976562     47.670000     82.531250     11.450000     61.117188     108.41s
INT_11     94.290000     99.976562     47.590000     82.851562     11.420000     61.273438     112.16s
INT_12     94.320000     99.984375     47.530000     82.875000     11.280000     61.054688     113.02s
INT_13     94.310000     99.984375     47.490000     82.789062     11.360000     61.078125     113.65s
INT_14     94.320000     99.976562     47.390000     82.820312     11.390000     61.085938     114.14s
INT_15     94.300000     99.976562     47.420000     82.796875     11.330000     61.125000     116.35s
INT_16     94.320000     99.976562     47.340000     82.750000     11.310000     61.164062     112.37s
POT_2     10.000000     9.882812     10.000000     9.882812     10.000000     9.882812     172.08s
POT_3     10.200000     14.468750     10.050000     13.390625     8.030000     11.812500     192.24s
POT_4     63.780000     75.414062     28.790000     18.781250     17.630000     14.562500     233.05s
POT_5     50.530000     51.570312     24.380000     10.195312     13.340000     9.984375     314.09s
POT_6     51.610000     57.195312     24.930000     10.351562     14.880000     10.078125     475.13s
POT_7     49.050000     53.460938     26.370000     11.148438     15.120000     10.148438     805.59s
POT_8     55.540000     59.414062     26.630000     10.859375     16.300000     10.265625     1438.61s
FLOAT_3_E1     12.740000     15.453125     11.000000     13.179688     11.810000     12.515625     190.74s
FLOAT_4_E1     47.470000     59.093750     22.790000     14.085938     17.650000     12.562500     232.41s
FLOAT_4_E2     52.510000     95.570312     17.470000     27.437500     10.200000     20.601562     233.23s
FLOAT_5_E1     81.840000     91.625000     36.050000     32.656250     18.880000     23.625000     315.02s
FLOAT_5_E2     85.740000     99.890625     35.820000     58.484375     14.070000     37.796875     315.16s
FLOAT_5_E3     89.480000     99.851562     44.030000     75.523438     17.910000     59.203125     315.12s
FLOAT_6_E1     87.390000     98.367188     40.690000     32.328125     16.650000     19.828125     476.72s
FLOAT_6_E2     91.650000     99.914062     42.820000     77.484375     13.280000     56.468750     476.46s
FLOAT_6_E3     93.410000     99.984375     46.900000     83.117188     14.290000     64.664062     476.15s
FLOAT_6_E4     89.530000     99.828125     44.860000     73.500000     18.060000     56.882812     476.13s
FLOAT_7_E1     90.160000     98.796875     42.160000     52.984375     15.160000     36.179688     807.53s
FLOAT_7_E2     92.610000     99.945312     45.390000     80.851562     12.460000     60.054688     807.65s
FLOAT_7_E3     94.080000     99.984375     48.150000     83.132812     13.180000     62.726562     807.36s
FLOAT_7_E4     93.120000     99.929688     47.440000     81.375000     15.060000     61.218750     807.40s
FLOAT_7_E5     89.320000     99.734375     41.960000     62.453125     18.720000     44.476562     807.31s
FLOAT_8_E1     90.340000     99.343750     41.100000     49.804688     14.850000     32.750000     1439.81s
FLOAT_8_E2     92.250000     99.953125     43.710000     72.687500     13.540000     49.375000     1439.54s
FLOAT_8_E3     94.240000     99.976562     47.240000     82.289062     11.960000     61.062500     1439.69s
FLOAT_8_E4     94.060000     99.976562     47.570000     82.531250     12.870000     62.132812     1439.74s
FLOAT_8_E5     93.310000     99.968750     46.900000     84.390625     14.510000     65.539062     1439.76s
FLOAT_8_E6     89.410000     99.781250     43.070000     67.773438     18.690000     50.945312     1440.24s
